device_id,duration,source,song_id,dt
B86554999B,321,other,238977,2018/1/2
R45532349R,238,UserLikeList,1358353436,2018/1/2
H36066375H,335,PersonalFM,1368317550,2018/1/2
C74887418C,133,search,1368701672,2018/1/2
D46861113D,347,search,1387787316,2018/1/2
T77013740T,298,search,1412335662,2018/1/2
X29401142X,461,UserLikeList,1344254370,2018/1/2
N62694120N,26,other,1320220602,2018/1/2
F18682942F,364,UserLikeList,1264196463,2018/1/2
U27841337U,25,UserCreatedList,1300521650,2018/1/2
O36022368O,260,UserCreatedList,482024029,2018/1/2
L29994183L,279,UserLikeList,1347383857,2018/1/2
R81664307R,107,other,27997753,2018/1/2
R79789093R,307,other,1371401290,2018/1/2
B90094982B,25,UserCreatedList,1391620119,2018/1/2
C81989839C,149,UserCreatedList,1358586518,2018/1/2
J83433008J,431,other,26161617,2018/1/2
S85137408S,401,other,1353417592,2018/1/2
K26876822K,116,DailyRecommends,500467,2018/1/2
N37407753N,175,UserCreatedList,1376764299,2018/1/2
N73258559N,378,search,1406540797,2018/1/2
R55322517R,86,UserLikeList,1882971,2018/1/2
Z39642622Z,87,UserLikeList,1387618479,2018/1/2
I12882100I,223,other,1402611136,2018/1/2
M34345816M,415,UserLikeList,414336045,2018/1/2
V9772920V,341,search,1268533289,2018/1/2
H41077703H,448,other,1700570942,2018/1/2
Q56382360Q,387,UserLikeList,4971131,2018/1/2
K29630300K,295,other,1258802431,2018/1/2
Q20352953Q,418,UserLikeList,533566843,2018/1/2
R32336729R,321,other,325579,2018/1/2
Y82093728Y,225,UserCreatedList,1229142587,2018/1/2
M51349059M,187,UserLikeList,1245452626,2018/1/2
G39461412G,80,RecommendedList,31202912,2018/1/2
D84301475D,150,DailyRecommends,1700519264,2018/1/2
F48916138F,144,UserLikeList,1410218443,2018/1/2
T82281974T,359,RecommendedList,1402930964,2018/1/2
S86629420S,84,other,147839,2018/1/2
M30323797M,173,PersonalFM,32849606,2018/1/2
T24737634T,74,DailyRecommends,1290824837,2018/1/2
D37782405D,90,UserCollectdList,1401460984,2018/1/2
M65069467M,108,UserLikeList,1348630033,2018/1/2
W19289829W,15,other,1408865348,2018/1/2
Y16350166Y,15,UserLikeList,1400649260,2018/1/2
J14959197J,410,UserLikeList,537702696,2018/1/2
C32649148C,475,DailyRecommends,1353399463,2018/1/2
M34782275M,462,search,1385618165,2018/1/2
B20053615B,340,UserCreatedList,34421182,2018/1/2
Y86772310Y,4,UserLikeList,138324,2018/1/2
U9657267U,273,DailyRecommends,436705219,2018/1/2
W15033552W,486,other,1274282889,2018/1/2
P26613028P,276,UserCreatedList,376469599,2018/1/2
V28191348V,391,UserLikeList,164588,2018/1/2
E87804497E,422,search,1268963515,2018/1/2
B20756625B,458,UserLikeList,1364141145,2018/1/2
Y55597398Y,290,UserCollectdList,62002,2018/1/2
W78466668W,278,other,27803623,2018/1/2
M31730599M,395,RecentlyPlayed,1361431643,2018/1/2
E24238139E,495,UserCreatedList,27123232,2018/1/2
I33106884I,341,UserCollectdList,1239376218,2018/1/2
B62082539B,213,search,1701272438,2018/1/2
F64894616F,199,UserLikeList,382030489,2018/1/2
S22452653S,372,other,36292340,2018/1/2
L77427762L,209,RecentlyPlayed,1370212341,2018/1/2
C16841785C,366,UserCreatedList,415352492,2018/1/2
K52655427K,117,UserLikeList,1329488113,2018/1/2
Q18725415Q,328,RecommendedList,1382363895,2018/1/2
Y51983555Y,35,UserLikeList,637207,2018/1/2
X71303945X,211,search,33725138,2018/1/2
A63527278A,196,other,1251582364,2018/1/2
H88011795H,69,other,1304859255,2018/1/2
F18918985F,206,DailyRecommends,1386461774,2018/1/2
E36278705E,126,PersonalFM,1353529592,2018/1/2
T71663243T,47,UserLikeList,442887560,2018/1/2
F57931131F,377,other,1322794463,2018/1/2
X38906029X,173,UserLikeList,1410982772,2018/1/2
K36628023K,61,other,535459,2018/1/2
I60415089I,176,DailyRecommends,27997753,2018/1/2
V76814790V,47,other,1399452454,2018/1/2
F62525076F,366,UserLikeList,1391928418,2018/1/2
Y24530570Y,483,other,1592429,2018/1/2
C45310483C,162,UserLikeList,378268285,2018/1/2
D47892263D,219,UserLikeList,1235362147,2018/1/2
Z56852627Z,263,RecentlyPlayed,436537257,2018/1/2
E73641642E,74,UserLikeList,1260664689,2018/1/2
L55429561L,192,other,27954367,2018/1/2
Q84851284Q,3,RecommendedList,1295744608,2018/1/2
I76316827I,465,UserLikeList,1306165263,2018/1/2
X65546696X,424,UserLikeList,1283475095,2018/1/2
Y62341007Y,327,UserCreatedList,385670126,2018/1/2
C64774147C,411,Local,1367049729,2018/1/2
K42724435K,466,PersonalFM,1283740635,2018/1/2
T78290238T,437,other,1296875984,2018/1/2
Q11439283Q,123,RecommendedList,1284921254,2018/1/2
U74506086U,392,Local,36087715,2018/1/2
U67937312U,282,RecommendedList,1351835294,2018/1/2
Q57006155Q,161,UserLikeList,1700134093,2018/1/2
K74369570K,316,UserLikeList,1391081638,2018/1/2
J71063686J,51,PersonalFM,27688545,2018/1/2
W71074786W,218,UserLikeList,1290187294,2018/1/2
K10021015K,43,DailyRecommends,536130155,2018/1/2
B80164256B,285,other,1316671668,2018/1/2
K40325771K,416,RecommendedList,1406048821,2018/1/2
Y39992224Y,120,UserLikeList,475520772,2018/1/2
H72828261H,74,RecommendedList,341506,2018/1/2
B23276966B,275,PersonalFM,1349156081,2018/1/2
Q53403280Q,444,UserLikeList,519396863,2018/1/2
S77465631S,224,UserLikeList,1762794,2018/1/2
R70227584R,352,other,1370212341,2018/1/2
D58581823D,144,other,1252967102,2018/1/2
I61061020I,4,UserCreatedList,1301166850,2018/1/2
T66443550T,40,UserCreatedList,26540830,2018/1/2
M77687976M,318,search,24261174,2018/1/2
K47168122K,45,other,421405098,2018/1/2
X61518923X,345,UserCollectdList,444757852,2018/1/2
T34837377T,389,other,1363601498,2018/1/2
M75777327M,146,other,1329475170,2018/1/2
Y27146627Y,412,UserCollectdList,1338443883,2018/1/2
A85624581A,475,other,286960,2018/1/2
K74962979K,228,UserCreatedList,1402069981,2018/1/2
H21679967H,98,other,1318260325,2018/1/2
T45444914T,200,UserLikeList,1285834579,2018/1/2
G49114096G,164,UserLikeList,1281967862,2018/1/2
B60371864B,392,UserCreatedList,531736914,2018/1/2
R43901300R,82,UserCreatedList,15848689,2018/1/2
H56059502H,105,UserCreatedList,440457448,2018/1/2
P53619333P,225,other,27123221,2018/1/2
S79182502S,226,other,26899429,2018/1/2
V22540383V,455,other,1333712943,2018/1/2
X64936761X,454,search,1349375389,2018/1/2
I62642382I,291,UserCreatedList,486606291,2018/1/2
D63217648D,107,DailyRecommends,1350460661,2018/1/2
R67753687R,18,other,415845829,2018/1/2
E9983237E,113,other,533993741,2018/1/2
V72818757V,396,UserLikeList,24580616,2018/1/2
K63153784K,416,RecommendedList,814744006,2018/1/2
K9379335K,6,DailyRecommends,1358353436,2018/1/2
R35249254R,324,RecentlyPlayed,1320220602,2018/1/2
P74388088P,220,other,510493206,2018/1/2
C62625417C,240,other,489470284,2018/1/2
V87338971V,447,search,1319668551,2018/1/2
G39436259G,69,UserCreatedList,1381338353,2018/1/2
K61732022K,232,search,1398301119,2018/1/2
Q76512043Q,176,PersonalFM,3701984,2018/1/2
D67656060D,422,PersonalFM,1399456275,2018/1/2
S67883184S,272,RecentlyPlayed,288707,2018/1/2
P10241368P,79,artist,1300718215,2018/1/2
T18718747T,195,other,1284552907,2018/1/2
W73463652W,51,other,375708930,2018/1/2
X59930162X,400,UserCreatedList,199801,2018/1/2
G76735965G,313,DailyRecommends,1365598805,2018/1/2
T32961272T,4,other,288505,2018/1/2
T35025946T,0,RecentlyPlayed,454061392,2018/1/2
G31726720G,432,UserCreatedList,1312691112,2018/1/2
O20725637O,436,other,1320232119,2018/1/2
K19211147K,324,other,4956413,2018/1/2
A41640046A,468,UserLikeList,160481,2018/1/2
M70898586M,194,UserLikeList,198552,2018/1/2
R67819751R,417,other,1304183490,2018/1/2
T12670001T,48,RecentlyPlayed,30950003,2018/1/2
Q65472169Q,245,PersonalFM,489744765,2018/1/2
O86401600O,90,UserCreatedList,1290561981,2018/1/2
C39296287C,204,RecommendedList,1364173780,2018/1/2
V41544235V,358,UserLikeList,1298603711,2018/1/2
K73855081K,337,UserLikeList,449952858,2018/1/2
C68921516C,377,search,489747150,2018/1/2
D50440264D,93,UserCreatedList,1362774801,2018/1/2
R36563541R,117,UserLikeList,390269202,2018/1/2
E13817753E,377,UserCreatedList,482929177,2018/1/2
Z14898259Z,143,UserCreatedList,1361719111,2018/1/2
Q18259796Q,23,other,1403963916,2018/1/2
J28399196J,178,UserLikeList,760649,2018/1/2
H64195019H,28,UserCreatedList,1237819032,2018/1/2
E54608314E,316,RecentlyPlayed,27017761,2018/1/2
D48203135D,299,search,1404683187,2018/1/2
Z32452800Z,8,other,1320168171,2018/1/2
T67874160T,132,search,1226125419,2018/1/2
X79660700X,31,PersonalFM,1341266766,2018/1/2
R25967251R,84,UserLikeList,513286747,2018/1/2
P28891161P,441,RecommendedList,31487740,2018/1/2
I54257719I,14,RecommendedList,27997753,2018/1/2
B87825513B,65,UserCreatedList,1245526797,2018/1/2
S77327145S,92,UserCreatedList,1260875284,2018/1/2
B34745449B,118,UserCreatedList,279315,2018/1/2
I81623845I,436,other,415352492,2018/1/2
Y81596562Y,182,PersonalFM,179928,2018/1/2
I75432747I,337,UserLikeList,1277559719,2018/1/2
R69657799R,230,UserLikeList,1225037073,2018/1/2
E44513936E,416,other,410511702,2018/1/2
D36447685D,215,PersonalFM,1379563990,2018/1/2
X57552050X,43,search,1411169402,2018/1/2
V29080868V,373,other,1347510400,2018/1/2
O48619621O,497,other,175574,2018/1/2
Y61889074Y,86,UserLikeList,1270722927,2018/1/2
L63241571L,114,RecentlyPlayed,1362113970,2018/1/2
X57979418X,306,other,24204541,2018/1/2
O30106295O,449,PersonalFM,1229145165,2018/1/2
A30272226A,409,RecommendedList,1361545865,2018/1/2
L59187675L,327,UserLikeList,1268735112,2018/1/2
L26342548L,355,UserLikeList,1240794641,2018/1/2
U65517298U,253,RecommendedList,344350,2018/1/2
Y31130172Y,80,UserLikeList,414985760,2018/1/2
F9792063F,437,search,1374829143,2018/1/2
L49099067L,102,DailyRecommends,1286401889,2018/1/2
P45540667P,311,UserLikeList,26600507,2018/1/2
Z59001624Z,316,artist,1373511218,2018/1/2
D76592626D,296,other,4674203,2018/1/2
L70036447L,434,UserLikeList,397103470,2018/1/2
Q59608578Q,329,UserLikeList,1406239938,2018/1/2
J54089269J,129,UserLikeList,491874456,2018/1/2
T63360103T,370,search,1348126942,2018/1/2
Y42957983Y,343,DailyRecommends,84487,2018/1/2
H71272555H,224,UserLikeList,24531701,2018/1/2
R32239969R,378,UserLikeList,529284890,2018/1/2
L23466610L,492,other,1385990305,2018/1/2
D48489397D,414,UserLikeList,523016318,2018/1/2
E60209686E,287,Local,539216181,2018/1/2
W41428781W,375,other,26198137,2018/1/2
L32867757L,300,UserLikeList,1266395220,2018/1/2
I23662060I,338,RecommendedList,517566253,2018/1/2
Z13114760Z,97,other,404023933,2018/1/2
T40923644T,310,other,1349461066,2018/1/2
F63083059F,353,RecentlyPlayed,1313878685,2018/1/2
L25166425L,86,UserLikeList,1348918926,2018/1/2
Z44191736Z,472,PersonalFM,394546054,2018/1/2
B23100604B,164,DailyRecommends,1328265390,2018/1/2
A88710721A,210,DailyRecommends,422959721,2018/1/2
F43518136F,266,UserLikeList,27676294,2018/1/2
N84204716N,445,UserCollectdList,403027039,2018/1/2
Y62747318Y,455,UserCreatedList,1222946403,2018/1/2
H30846431H,463,other,502171318,2018/1/2
B87865841B,468,UserLikeList,1229152924,2018/1/2
H88839110H,143,UserCreatedList,1372512128,2018/1/2
W75312953W,489,UserLikeList,515448969,2018/1/2
I56172193I,98,UserLikeList,260509,2018/1/2
Z34713534Z,220,PersonalFM,1387316330,2018/1/2
D46575063D,184,other,1354455920,2018/1/2
T31251777T,462,other,1701102118,2018/1/2
M15863681M,254,UserLikeList,1327823849,2018/1/2
Z77345972Z,9,UserLikeList,1388834280,2018/1/2
Y81414286Y,494,RecentlyPlayed,26947298,2018/1/2
B37423831B,269,other,1278317239,2018/1/2
X23792647X,458,UserLikeList,1357136616,2018/1/2
W76167663W,315,PersonalFM,533566178,2018/1/2
X24951637X,488,UserLikeList,1275854183,2018/1/2
Y55647704Y,454,RecommendedList,25034388,2018/1/2
Z90573737Z,365,search,101833,2018/1/2
T17812169T,365,UserCreatedList,1266214965,2018/1/2
Y49470101Y,173,UserLikeList,1305504907,2018/1/2
O83242562O,291,Local,1397877849,2018/1/2
S14125989S,235,other,457188230,2018/1/2
S51349981S,367,other,28363789,2018/1/2
C54529285C,316,UserCreatedList,364516,2018/1/2
M25768494M,435,UserLikeList,535499667,2018/1/2
E34974692E,391,UserLikeList,1328136118,2018/1/2
N19146693N,342,UserCreatedList,530606737,2018/1/2
V67883635V,494,search,1700991643,2018/1/2
O79761479O,327,DailyRecommends,548955,2018/1/2
C52285156C,315,RecentlyPlayed,18849834,2018/1/2
H9997561H,474,UserLikeList,24748078,2018/1/2
H72044231H,59,other,1700991647,2018/1/2
I55795332I,105,other,32771977,2018/1/2
V82053511V,76,UserLikeList,17846049,2018/1/2
Y16712927Y,374,UserLikeList,1353632907,2018/1/2
Q52829859Q,374,search,1266405764,2018/1/2
K53924996K,380,search,1341676969,2018/1/2
N37309709N,165,PersonalFM,17479384,2018/1/2
Q44452300Q,322,search,1341460801,2018/1/2
C79250153C,484,DailyRecommends,1331017908,2018/1/2
I67927453I,148,RecentlyPlayed,1328006759,2018/1/2
E35098677E,461,UserCreatedList,393818912,2018/1/2
F32050434F,349,other,1324214743,2018/1/2
A38907914A,186,artist,1277600326,2018/1/2
W80958046W,27,PersonalFM,1371146164,2018/1/2
B42271144B,27,search,1409366677,2018/1/2
T46160110T,325,UserLikeList,403215843,2018/1/2
E15556347E,497,UserCreatedList,440247044,2018/1/2
I42343159I,463,search,1350455107,2018/1/2
E34976999E,51,RecentlyPlayed,1701196978,2018/1/2
D90269121D,395,other,1313878684,2018/1/2
Z84829527Z,294,UserLikeList,325584,2018/1/2
Y14041534Y,374,UserCreatedList,1356396531,2018/1/2
V50290025V,278,UserLikeList,1288541738,2018/1/2
O43323768O,456,UserLikeList,1874506,2018/1/2
F69325750F,367,UserLikeList,1300714759,2018/1/2
M36357560M,186,DailyRecommends,1299980471,2018/1/2
Y21846289Y,65,UserLikeList,1272329220,2018/1/2
C27233724C,205,DailyRecommends,447438870,2018/1/2
U27161526U,449,UserLikeList,453330108,2018/1/2
X72799468X,197,other,422655515,2018/1/2
F43851336F,153,RecentlyPlayed,1271880351,2018/1/2
F28372679F,319,UserLikeList,1699619422,2018/1/2
T83505215T,167,UserLikeList,26721452,2018/1/2
R35135739R,374,UserLikeList,1411725816,2018/1/2
V63359568V,432,other,395198151,2018/1/2
B78900623B,221,UserLikeList,288931,2018/1/2
O84586132O,330,search,27131295,2018/1/2
I10972051I,167,UserLikeList,536002083,2018/1/2
Y11003667Y,222,UserLikeList,1332895477,2018/1/2
V33764253V,313,RecommendedList,489848929,2018/1/2
P43036156P,413,PersonalFM,1351731185,2018/1/2
O28950065O,479,UserCreatedList,271272,2018/1/2
Z10194151Z,264,search,1697098773,2018/1/2
X44903961X,428,UserCreatedList,1376536551,2018/1/2
O85311711O,359,search,408004751,2018/1/2
S77407203S,475,UserCreatedList,436879200,2018/1/2
I34744890I,460,UserLikeList,1268753056,2018/1/2
P15001689P,488,search,1230390493,2018/1/2
H35348851H,149,UserLikeList,525030013,2018/1/2
L54545583L,492,other,1219104750,2018/1/2
O33192839O,76,UserLikeList,18551740,2018/1/2
K44541456K,275,UserCreatedList,1408708189,2018/1/2
A44718350A,120,PersonalFM,1406952706,2018/1/2
Q49003580Q,342,other,1306393419,2018/1/2
W55395134W,228,UserCreatedList,1317174845,2018/1/2
E20957902E,489,UserLikeList,1344418137,2018/1/2
J47687406J,454,UserCreatedList,26249803,2018/1/2
G21758956G,36,UserCollectdList,30123258,2018/1/2
U63716129U,0,UserLikeList,465116861,2018/1/2
Z16047228Z,236,UserCreatedList,1699192739,2018/1/2
H59545927H,264,search,60738,2018/1/2
O17475015O,210,other,1314501644,2018/1/2
Q73172477Q,215,UserLikeList,535499666,2018/1/2
B42404677B,336,other,4939209,2018/1/2
F21539722F,178,UserCreatedList,696906,2018/1/2
K42995815K,97,UserCreatedList,401607195,2018/1/2
B23329104B,273,UserLikeList,1339490919,2018/1/2
X64449407X,249,UserLikeList,179220,2018/1/2
Q62657166Q,447,UserCreatedList,27688540,2018/1/2
M22413098M,72,PersonalFM,322722,2018/1/2
R59218942R,361,other,1314586727,2018/1/2
Y44308531Y,170,UserLikeList,535499667,2018/1/2
Y41216859Y,28,other,461347197,2018/1/2
H42941837H,407,UserLikeList,1404683187,2018/1/2
G46065370G,284,DailyRecommends,1292707228,2018/1/2
Z73312431Z,409,UserCollectdList,1354923030,2018/1/2
N17350076N,244,RecentlyPlayed,80429,2018/1/2
I35117426I,104,other,24680319,2018/1/2
N10564522N,44,UserCollectdList,1349431045,2018/1/2
Z62119338Z,210,PersonalFM,391174479,2018/1/2
E69383231E,370,other,25522922,2018/1/2
K32683740K,439,other,30443076,2018/1/2
K41129928K,108,other,1406964333,2018/1/2
C61467772C,295,UserLikeList,531899553,2018/1/2
O74778414O,213,other,539653341,2018/1/2
D27077400D,312,RecommendedList,1318682919,2018/1/2
Y41171153Y,247,UserLikeList,482263458,2018/1/2
I73063394I,194,other,290498,2018/1/2
Q40842795Q,39,UserLikeList,1353770191,2018/1/2
E11613736E,92,UserCreatedList,490858127,2018/1/2
G44179108G,134,other,61655,2018/1/2
T38320869T,228,UserLikeList,1387278427,2018/1/2
H32139502H,77,UserLikeList,1321434434,2018/1/2
A49205895A,20,UserCollectdList,107814,2018/1/2
V12174828V,424,other,26583273,2018/1/2
Q38060343Q,114,other,399931948,2018/1/2
M25241738M,152,UserLikeList,1700519264,2018/1/2
S23255202S,317,other,147824,2018/1/2
M27284845M,148,UserCreatedList,1316179472,2018/1/2
K36760536K,489,DailyRecommends,1312401626,2018/1/2
X65091224X,143,UserCreatedList,29583967,2018/1/2
X52848840X,68,UserLikeList,1250290523,2018/1/2
C69577848C,31,UserLikeList,1263893783,2018/1/2
L37557416L,483,UserCollectdList,1402930964,2018/1/2
Q15702030Q,55,UserLikeList,28677917,2018/1/2
D86428924D,183,search,1288527994,2018/1/2
X68863548X,210,RecommendedList,1336003878,2018/1/2
G19977466G,85,UserCollectdList,381585207,2018/1/2
U9656686U,206,search,28284253,2018/1/2
A21740031A,125,search,1379229092,2018/1/2
K73276290K,383,UserLikeList,28081412,2018/1/2
P87129294P,245,search,1363826344,2018/1/2
D12141661D,233,UserLikeList,1331691942,2018/1/2
E89359255E,113,search,1402876995,2018/1/2
J10111562J,113,RecommendedList,1375163254,2018/1/2
N34981730N,13,other,1363935895,2018/1/2
L24676579L,410,UserCreatedList,382030489,2018/1/2
V66810906V,154,UserCreatedList,1262461589,2018/1/2
Y77072199Y,139,UserLikeList,61657,2018/1/2
G28874530G,157,other,27286890,2018/1/2
W86870307W,349,RecentlyPlayed,27667014,2018/1/2
S25357984S,86,other,4955398,2018/1/2
U47944156U,252,UserLikeList,1403709669,2018/1/2
D25904398D,61,other,1412023754,2018/1/2
B40582375B,190,UserCreatedList,28629619,2018/1/2
J22121815J,470,Local,28127406,2018/1/2
X28487916X,128,other,493334482,2018/1/3
O71196471O,295,search,20740017,2018/1/3
T88308014T,293,other,33892909,2018/1/3
I24531027I,141,other,1411536627,2018/1/3
H76009194H,356,other,490376702,2018/1/3
X57477794X,385,search,1309612871,2018/1/3
Q54754213Q,154,UserLikeList,29500252,2018/1/3
W79964197W,477,DailyRecommends,1699835375,2018/1/3
M47983356M,5,PersonalFM,1282938483,2018/1/3
C48964336C,466,DailyRecommends,1388835938,2018/1/3
F10870094F,306,UserLikeList,444260972,2018/1/3
Z13216831Z,392,UserLikeList,1294142598,2018/1/3
F83411227F,323,UserLikeList,1351835294,2018/1/3
D42632595D,235,other,1358353436,2018/1/3
R46780960R,327,DailyRecommends,450846249,2018/1/3
C76231585C,428,other,1257714885,2018/1/3
W68527077W,293,search,504801810,2018/1/3
V47375279V,348,UserLikeList,155550,2018/1/3
V78083706V,122,other,1328648285,2018/1/3
Z9752129Z,151,other,1310292441,2018/1/3
U56100325U,124,search,430546377,2018/1/3
S22172960S,181,UserLikeList,1385352729,2018/1/3
P29337241P,213,other,1400827428,2018/1/3
F27416299F,52,UserLikeList,4945890,2018/1/3
S11451411S,35,UserLikeList,1400901782,2018/1/3
U20531585U,435,UserLikeList,509756078,2018/1/3
P28273540P,91,other,1272419396,2018/1/3
A17994233A,178,UserCreatedList,21480155,2018/1/3
J30759502J,125,other,1332786108,2018/1/3
T42892362T,358,UserCollectdList,1700794295,2018/1/3
J33178000J,164,UserLikeList,26639158,2018/1/3
Z29983165Z,389,UserCollectdList,1397240809,2018/1/3
T70990239T,368,artist,1361925834,2018/1/3
X75073933X,248,other,29583967,2018/1/3
Z48575139Z,425,Local,416648573,2018/1/3
X22503033X,228,search,1341844471,2018/1/3
T79395863T,141,UserLikeList,489643483,2018/1/3
Q77631268Q,281,RecommendedList,1329891889,2018/1/3
C17778474C,416,PersonalFM,1254227738,2018/1/3
J41715599J,187,other,1402930964,2018/1/3
G51967804G,235,UserLikeList,1334611822,2018/1/3
X17108247X,215,other,1308505241,2018/1/3
P76045590P,287,UserCreatedList,449456910,2018/1/3
C55139506C,490,DailyRecommends,1351949641,2018/1/3
S47569102S,36,other,1309716765,2018/1/3
N34584549N,134,RecommendedList,521426831,2018/1/3
G77483446G,112,RecommendedList,1331543635,2018/1/3
Q81011355Q,356,UserLikeList,25066397,2018/1/3
L26638316L,236,RecentlyPlayed,1283211512,2018/1/3
V14986739V,360,other,539653341,2018/1/3
X50438203X,83,UserCreatedList,1398267513,2018/1/3
Q75313670Q,405,DailyRecommends,1282938483,2018/1/3
S90447101S,368,other,504070797,2018/1/3
P58833222P,289,DailyRecommends,1341663515,2018/1/3
G84296785G,430,search,19793117,2018/1/3
J26559968J,370,other,1385736882,2018/1/3
Y14034368Y,20,PersonalFM,493115785,2018/1/3
P10875344P,104,other,1339896683,2018/1/3
T53307125T,33,other,1392566272,2018/1/3
N28093828N,123,PersonalFM,446469429,2018/1/3
X25747472X,85,search,36087715,2018/1/3
X73329519X,176,other,1386656549,2018/1/3
V68794080V,88,UserCreatedList,1297740079,2018/1/3
W30089211W,58,other,470782492,2018/1/3
S60278511S,157,UserLikeList,1289714505,2018/1/3
F19374598F,415,RecentlyPlayed,1890808,2018/1/3
O71831058O,482,UserLikeList,1365527794,2018/1/3
Z28087247Z,34,UserCreatedList,451203425,2018/1/3
V68440227V,374,UserLikeList,511602053,2018/1/3
L57761956L,459,other,1254889990,2018/1/3
H74405284H,336,other,27017526,2018/1/3
D25642699D,231,UserCreatedList,179385,2018/1/3
Y29406360Y,173,UserCollectdList,424957786,2018/1/3
H23086928H,316,other,1701192630,2018/1/3
R59928372R,62,other,535511904,2018/1/3
Y52622820Y,383,UserCreatedList,1340571005,2018/1/3
W90117865W,39,search,401607177,2018/1/3
Y39036415Y,223,UserLikeList,31439741,2018/1/3
I66298861I,188,PersonalFM,1349727295,2018/1/3
V29159449V,91,RecentlyPlayed,1244062312,2018/1/3
Q68130425Q,276,other,239921,2018/1/3
A21123981A,242,PersonalFM,1359030651,2018/1/3
L45797439L,94,UserCollectdList,1312711601,2018/1/3
H11248773H,362,RecommendedList,1341911199,2018/1/3
I57024428I,383,Local,1235362147,2018/1/3
A64102396A,355,search,1701015760,2018/1/3
F20308064F,324,UserLikeList,470767692,2018/1/3
V83487172V,448,other,32202144,2018/1/3
V18548421V,304,UserLikeList,26039925,2018/1/3
T38120039T,111,UserLikeList,445816886,2018/1/3
L57862899L,74,RecentlyPlayed,514352489,2018/1/3
J49162242J,95,UserCollectdList,177828,2018/1/3
G82101416G,10,search,1697769571,2018/1/3
U85380936U,250,UserLikeList,1385528653,2018/1/3
V83103258V,3,search,27841359,2018/1/3
Z49632382Z,302,other,1220963779,2018/1/3
O80008696O,277,UserLikeList,400804087,2018/1/3
K34339986K,435,RecommendedList,814990192,2018/1/3
F88281643F,235,UserCollectdList,4587204,2018/1/3
F18875106F,171,other,1700545022,2018/1/3
Z84999798Z,150,PersonalFM,24748063,2018/1/3
B50676559B,322,UserLikeList,24601469,2018/1/3
Q60097595Q,337,UserCreatedList,353025,2018/1/3
Q19182775Q,310,UserCreatedList,197124,2018/1/3
S68249340S,5,UserCreatedList,1353968632,2018/1/3
J68380584J,113,search,1220358,2018/1/3
P57879819P,32,UserLikeList,1287977882,2018/1/3
J57708618J,258,RecommendedList,1296875184,2018/1/3
O44474701O,84,UserLikeList,471463250,2018/1/3
V40155813V,383,RecentlyPlayed,1299945930,2018/1/3
C89319766C,448,UserLikeList,27181779,2018/1/3
U46198991U,369,UserLikeList,4804168,2018/1/3
W74161837W,242,other,1247394241,2018/1/3
Y61294926Y,394,UserLikeList,1260818717,2018/1/3
R37885441R,157,other,1334097204,2018/1/3
E87766632E,316,search,1369528788,2018/1/3
P18982126P,43,search,1354143004,2018/1/3
Y70592143Y,388,UserLikeList,449833740,2018/1/3
A51413936A,138,UserLikeList,1391928418,2018/1/3
Z77907565Z,340,other,1320669571,2018/1/3
Y27960318Y,122,UserCollectdList,1363847984,2018/1/3
M82058742M,360,UserLikeList,1513618,2018/1/3
N25727978N,59,UserLikeList,1300733707,2018/1/3
R88510498R,220,RecommendedList,504851504,2018/1/3
X85069759X,321,UserCollectdList,21393777,2018/1/3
U44920058U,38,DailyRecommends,27142275,2018/1/3
K66799031K,385,search,1406239938,2018/1/3
T46891509T,164,RecentlyPlayed,1276045333,2018/1/3
R26686592R,156,other,1402930964,2018/1/3
H10343999H,223,DailyRecommends,1260332530,2018/1/3
L82417158L,283,UserLikeList,479363454,2018/1/3
F23918450F,393,UserLikeList,513722513,2018/1/3
Z9154542Z,187,other,1267863623,2018/1/3
V20518904V,207,other,177530,2018/1/3
J61838776J,196,UserLikeList,1323952460,2018/1/3
F44320103F,230,search,1698392109,2018/1/3
C43864933C,174,search,1329693142,2018/1/3
D44067311D,341,other,1314613469,2018/1/3
T69094485T,484,UserCreatedList,479363917,2018/1/3
V17135800V,63,UserLikeList,375696527,2018/1/3
O58457388O,375,other,393119483,2018/1/3
C87218826C,135,RecentlyPlayed,478964172,2018/1/3
C76030550C,175,artist,1262334320,2018/1/3
A23488842A,258,UserLikeList,25010461,2018/1/3
Y87887823Y,292,search,502171318,2018/1/3
J51655009J,373,other,492270336,2018/1/3
V16281531V,114,other,27287141,2018/1/3
X44629631X,450,search,411699558,2018/1/3
F9470552F,410,UserLikeList,362999,2018/1/3
M28398228M,305,UserLikeList,26729478,2018/1/3
M83660286M,174,PersonalFM,1288221074,2018/1/3
M63974276M,411,other,25023415,2018/1/3
M50927654M,371,UserLikeList,31439962,2018/1/3
O20277455O,73,UserCreatedList,528838243,2018/1/3
Z29757708Z,59,other,438335991,2018/1/3
P28848327P,2,UserLikeList,1347428177,2018/1/3
L51878725L,243,other,1274965342,2018/1/3
E56655129E,381,other,386145198,2018/1/3
A59311879A,351,search,27734758,2018/1/3
X40156245X,302,other,444212412,2018/1/3
C39892959C,116,UserLikeList,1338976328,2018/1/3
W81031172W,210,other,1342095559,2018/1/3
H66796324H,410,other,447139702,2018/1/3
Y46083147Y,356,UserCreatedList,260598,2018/1/3
P19745247P,370,other,476129808,2018/1/3
Z24928146Z,84,UserLikeList,456860990,2018/1/3
U12805061U,18,UserLikeList,107138,2018/1/3
